unique_id,cluster,full_name,first_and_surname,first_name,surname,dob,birth_place,postcode_fake,gender,occupation
Q14623869-18,Q14623869,m. abbeyson,m. abbeyson,m.,abbeyson,1800-00-01,northampton,,,painter
Q14623869-19,Q14623869,m. abbeyson,m. abbeyson,m.,abbeyson,,,,,painter
Q14623869-20,Q14623869,abbeydon,abbeydon,abbeydon,,1800-11-01,,nn3 3dw,,
Q15431971-1,Q15431971,john stokoe,john stokoe,john,stokoe,1801-01-01,lambeth,sw2 2ja,male,
Q15431971-2,Q15431971,john stokoe,john stokoe,john,stokoe,1801-01-01,lambeth,sw2 2ja,male,
Q15431971-3,Q15431971,evan stokoe,evan stokoe,evan,stokoe,,lambeth,sw2 2ja,male,
Q15431971-4,Q15431971,john stokoe,john stokoe,john,stokoe,1801-11-01,lambeth,sw2 2ja,male,
Q15431971-5,Q15431971,jean stokoe,jean stokoe,jean,stokoe,1801-01-01,lambeth,,male,
Q15431971-6,Q15431971,stokoe,stokoe,stokoe,,,,sw2 2ja,male,
Q2960466-1,Q2960466,charles wood,charles wood,charles,wood,1702-01-01,wolverhampton,wv3 0tz,male,chemist
Q2960466-2,Q2960466,charles wood,charles wood,charles,wood,1702-01-01,wolverhampton,wv3 0tz,male,chemist
Q2960466-3,Q2960466,karl wood,karl wood,karl,wood,1702-01-07,wolverhampton,wv3 0tz,male,chemist
Q2960466-4,Q2960466,charles wood,charles wood,charles,wood,1702-01-01,wolverhampton,wv3 0tz,male,chemist
Q2960466-5,Q2960466,charles wood,charles wood,charles,wood,1702-01-01,wolverhampton,wv3 0tz,male,engineer
Q2960466-6,Q2960466,charles wood,charles wood,charles,wood,1702-01-01,wolverhampton,wv3 0tz,male,chemist
Q2960466-7,Q2960466,wpod,wpod,wpod,,1702-01-01,,,male,engineer
Q2960466-8,Q2960466,charles wood,charles wood,charles,wood,,wolverhampton,wv3 0tz,male,chemist
Q2960466-9,Q2960466,charles qood,charles qood,charles,qood,1702-07-01,,wv3 0tz,male,chemist
Q2960466-10,Q2960466,charles wood,charles wood,charles,wood,1702-21-01,wolverhampton,wv3 0tz,male,
Q2960466-11,Q2960466,karl wood,karl wood,karl,wood,1702-01-01,wolverhampton,ws15 3jg,,
Q2960466-12,Q2960466,cha5les wood,cha5les wood,cha5les,wood,,wolverhampton,wv9 5bn,male,
Q2960466-13,Q2960466,charles w9od,charles w9od,charles,w9od,,wolverhampton,wv3 0tz,,
Q2960466-14,Q2960466,charlie wood,charlie wood,charlie,wood,1702-01-01,wolverhampton,,female,
Q2960466-15,Q2960466,cbarles wood,cbarles wood,cbarles,wood,1702-02-01,wolverhampton,wv3 0tz,,
Q2960466-16,Q2960466,carl wood,carl wood,carl,wood,,wolverhampton,,female,metallurgist
Q105870978-1,Q105870978,charles gilder maundrell,charles maundrell,charles,maundrell,1860-01-01,copeland,ca28 6hb,male,painter
Q105870978-2,Q105870978,charles gilder maundrell,charles maundrell,charles,maundrell,1860-01-01,copeland,ca28 6hb,male,painter
Q105870978-3,Q105870978,carl maundrell,carl maundrell,carl,maundrell,1860-01-01,copeland,ca28 6hb,,painter
Q105870978-4,Q105870978,charlie gilder maundrell,charlie maundrell,charlie,maundrell,1860-81-01,copeland,ca28 6hb,male,
Q105870978-5,Q105870978,charlie gilder maundrell,charlie maundrell,charlie,maundrell,,copeland,ca28 6hb,,
Q105870978-6,Q105870978,charlie maundrell,charlie maundrell,charlie,maundrell,,,ca2i 6hb,,
Q6285571-1,Q6285571,joseph milner,joseph milner,joseph,milner,1744-01-02,leeds,ls2 9nn,male,presbyter
Q6285571-2,Q6285571,joseph milner,joseph milner,joseph,milner,1744-01-22,leeds,ls2 9nn,male,presbyter
Q6285571-3,Q6285571,joseph milner,joseph milner,joseph,milner,1744-01-02,leeds,,male,presbyter
Q6285571-4,Q6285571,joseph milner,joseph milner,joseph,milner,1744-01-02,leeds,ls2 9nn,male,presbyter
Q6285571-5,Q6285571,joseph milner,joseph milner,joseph,milner,1744-01-02,leeds,dl10 7ey,male,
Q6285571-6,Q6285571,joseph milner,joseph milner,joseph,milner,1744-01-82,leeds,ls25 5pp,male,presbyter
Q6285571-7,Q6285571,joseph milner,joseph milner,joseph,milner,1744-07-02,leeds,,male,
Q6285571-8,Q6285571,uoseph milner,uoseph milner,uoseph,milner,1744-01-02,leeds,,male,presbyter
Q6285571-9,Q6285571,joseph milner,joseph milner,joseph,milner,,leeds,ls2 9nn,male,presbyter
Q6285571-10,Q6285571,joseph,joseph,joseph,,,,ls2 9nn,,
Q6285571-11,Q6285571,joe milner,joe milner,joe,milner,,leeds,ls2 9nn,,presbyter
Q6285571-12,Q6285571,joe milner,joe milner,joe,milner,1744-81-02,,ls2 9nn,male,
Q6285571-13,Q6285571,joe milner,joe milner,joe,milner,,leeds,,,
Q1391460-1,Q1391460,solomon schechter,solomon schechter,solomon,schechter,1847-12-07,focșani,b42 2hs,male,
Q1391460-2,Q1391460,solomon schechter,solomon schechter,solomon,schechter,1847-12-07,focșani,b42 2hs,female,
Q1391460-3,Q1391460,solomon schechter,solomon schechter,solomon,schechter,1847-12-07,focșani,b42 2rl,male,
Q1391460-4,Q1391460,solomon schechter,solomon schechter,solomon,schechter,1847-12-07,focșani,b42 2hs,male,
Q1391460-5,Q1391460,solomon schechter,solomon schechter,solomon,schechter,1844-12-07,focșani,b42 2hs,male,
Q1391460-6,Q1391460,solomon schechter,solomon schechter,solomon,schechter,1847-12-07,focșani,b42 2hs,male,
Q1391460-7,Q1391460,sol schechter,sol schechter,sol,schechter,,focșani,b77 1lj,male,
Q1391460-8,Q1391460,solomon schechter,solomon schechter,solomon,schechter,,focșani,b42 2rl,male,
Q1391460-9,Q1391460,solomon schechter,solomon schechter,solomon,schechter,1847-12-07,,b42 2hs,male,
Q1391460-10,Q1391460,sol schechter,sol schechter,sol,schechter,1847-12-07,focșani,b42 2hs,male,
Q1391460-11,Q1391460,sol schechter,sol schechter,sol,schechter,1847-12-07,focșani,,,
Q1391460-12,Q1391460,solomob schechter,solomob schechter,solomob,schechter,1847-12-07,focșani,b42 2hs,female,
Q1391460-13,Q1391460,sol schechter,sol schechter,sol,schechter,1847-13-07,focșani,b42 2hs,,
Q1391460-14,Q1391460,sol schechter,sol schechter,sol,schechter,,focșani,b42 2hs,male,
Q1391460-15,Q1391460,solomon schechter,solomon schechter,solomon,schechter,1847-12-01,focșani,b42 2pa,male,
Q1391460-16,Q1391460,solomon schechter,solomon schechter,solomon,schechter,1847-12-07,focșani,,male,
Q1391460-17,Q1391460,sol schechter,sol schechter,sol,schechter,,focșani,,,
Q1391460-18,Q1391460,schechter,schechter,schechter,,,,,,
Q1391460-19,Q1391460,solomon schwchter,solomon schwchter,solomon,schwchter,1857-12-07,focșani,,male,
Q1391460-20,Q1391460,sol schechter,sol schechter,sol,schechter,,focșani,,,
Q5497253-1,Q5497253,frederick anderson,frederick anderson,frederick,anderson,1855-11-17,runnymede,tw20 0yb,male,businessperson
Q5497253-2,Q5497253,frederick andersson,frederick andersson,frederick,andersson,1855-11-17,runnymede,tw20 0yb,male,businessperson
Q5497253-3,Q5497253,frederick anderson,frederick anderson,frederick,anderson,1855-11-17,runnymede,tw20 0yb,male,businessperson
Q5497253-4,Q5497253,frederick anderson,frederick anderson,frederick,anderson,1854-11-17,,tw20 0yb,male,businessperson
Q5497253-5,Q5497253,fred anderson,fred anderson,fred,anderson,1855-11-17,runnymede,tw20 0yb,male,association football player
Q5497253-6,Q5497253,fred andersen,fred andersen,fred,andersen,1855-11-17,,tw20 0yb,male,
Q5497253-7,Q5497253,fred anderson,fred anderson,fred,anderson,,runnymede,tw20 0yj,male,businessperson
Q5497253-8,Q5497253,frederick anderson,frederick anderson,frederick,anderson,,runnymede,tw19 5ag,male,businessperson
Q5497253-9,Q5497253,fred andersson,fred andersson,fred,andersson,,runnymede,tw20 0xu,,
Q6219753-1,Q6219753,john auld,john auld,john,auld,1862-01-07,lugar,ka18 3hf,male,
Q6219753-2,Q6219753,john auld,john auld,john,auld,1862-01-07,lugar,ka18 3hf,male,
Q6219753-3,Q6219753,john auld,john auld,john,auld,1862-01-07,lugar,ka18 3hg,male,
Q6219753-4,Q6219753,jean auld,jean auld,jean,auld,1862-01-07,lugar,ka18 3he,male,
Q6219753-5,Q6219753,ian auld,ian auld,ian,auld,1862-01-07,,ka18 3hg,male,
Q6219753-6,Q6219753,jean auld,jean auld,jean,auld,1862-01-07,lugar,,male,
Q76368924-1,Q76368924,william rookes,william rookes,william,rookes,1719-01-01,havering,rm12 4eu,male,
Q76368924-2,Q76368924,william rookes,william rookes,william,rookes,1719-01-01,havering,rm12 4eu,male,
Q76368924-3,Q76368924,william rookes,william rookes,william,rookes,1719-01-01,havering,rm12 4eu,male,
Q76368924-4,Q76368924,william rookes,william rookes,william,rookes,1719-01-01,havering,rm12 4eu,male,
Q76368924-5,Q76368924,william rookes,william rookes,william,rookes,1719-01-01,havering,rm12 4eu,male,
Q76368924-6,Q76368924,william rookes,william rookes,william,rookes,1719-01-01,,rm12 4eu,,
Q76368924-7,Q76368924,william rookes,william rookes,william,rookes,1719-01-01,havering,rm12 4eu,male,
Q76368924-8,Q76368924,william rookes,william rookes,william,rookes,,havering,rm12 4eu,male,
Q76368924-9,Q76368924,will rookes,will rookes,will,rookes,1719-01-01,havering,rm12 4eu,male,
Q76368924-10,Q76368924,rookez,rookez,rookez,,,havering,rm12 4eu,,
Q76368924-11,Q76368924,rookes,rookes,rookes,,1719-01-01,havering,rm12 4eu,,
Q76368924-12,Q76368924,williams rookes,williams rookes,williams,rookes,1719-01-01,havering,,male,
Q76368924-13,Q76368924,william rookes,william rookes,william,rookes,1718-01-01,havering,,,
Q76368924-14,Q76368924,w9lliam rookes,w9lliam rookes,w9lliam,rookes,1719-01-01,havering,da9 9sb,male,
Q76368924-15,Q76368924,willie rookes,willie rookes,willie,rookes,,havering,,male,
Q76368924-16,Q76368924,willie rookes,willie rookes,willie,rookes,,havering,,male,
Q76368924-17,Q76368924,william rookrs,william rookrs,william,rookrs,,havering,rm12 4ez,male,
Q76368924-18,Q76368924,eilliam rookes,eilliam rookes,eilliam,rookes,,,rm6 5sd,male,
Q17626939-1,Q17626939,edward lloyd,edward lloyd,edward,lloyd,1845-03-19,manchester,m21 9lu,male,cricketer
Q17626939-2,Q17626939,eddy lloyd,eddy lloyd,eddy,lloyd,1845-83-19,manchester,m21 9lu,male,cricketer
Q17626939-3,Q17626939,edward wynell lloyd,edward lloyd,edward,lloyd,1845-03-19,manchester,,,cricketer
Q17626939-4,Q17626939,eddie wynell lloyd,eddie lloyd,eddie,lloyd,1845-03-19,manchester,,,cricketer
Q344865-1,Q344865,thomas middleton,thomas middleton,thomas,middleton,1580-04-28,london,sw1h 0nb,male,
Q344865-2,Q344865,thomas middleton,thomas middleton,thomas,middleton,1580-04-28,london,sw1h 0nb,male,
Q344865-3,Q344865,thomas middlet9n,thomas middlet9n,thomas,middlet9n,,westminster,,,
Q20713208-1,Q20713208,duncan stewart,duncan stewart,duncan,stewart,1860-01-01,greenock,pa15 1jz,male,association football player
Q20713208-2,Q20713208,duncan stewart,duncan stewart,duncan,stewart,1860-01-01,greenock,pa15 1jz,male,association football player
Q20713208-3,Q20713208,duncan stuart,duncan stuart,duncan,stuart,1860-01-01,greenock,pa15 1jz,male,association football player
Q20713208-4,Q20713208,duncan stewart,duncan stewart,duncan,stewart,1860-01-01,greenock,pa15 1jz,male,association football player
Q20713208-5,Q20713208,duncan stewart,duncan stewart,duncan,stewart,1860-04-01,greenock,pa15 1js,male,association football manager
Q20713208-6,Q20713208,duncan stewart,duncan stewart,duncan,stewart,,,pa15 1jz,,
Q20713208-7,Q20713208,duncaj stewart,duncaj stewart,duncaj,stewart,,greenock,,male,
Q20713208-8,Q20713208,duncan stuart,duncan stuart,duncan,stuart,1860-01-01,greenock,pa15 1jz,male,
Q20713208-9,Q20713208,duncan steward,duncan steward,duncan,steward,,greenock,pa15 1jz,,
Q6760008-1,Q6760008,margaret weedon,margaret weedon,margaret,weedon,1854-01-01,westminster,w9 2pf,female,archer
Q6760008-2,Q6760008,margaret weedon,margaret weedon,margaret,weedon,1854-01-01,westminster,w9 2pf,female,archer
Q6760008-3,Q6760008,madge weedon,madge weedon,madge,weedon,1854-01-01,westminster,w9 2pf,female,archer
Q6760008-4,Q6760008,margaret weedon,margaret weedon,margaret,weedon,1854-01-01,westminster,,female,archer
Q6760008-5,Q6760008,margaret weedon,margaret weedon,margaret,weedon,1854-01-01,westminster,w9 2pf,,archer
Q6760008-6,Q6760008,maggie weedon,maggie weedon,maggie,weedon,,,w9 2pf,female,archer
Q6760008-7,Q6760008,weedon,weedon,weedon,,1854-01-01,,w9 2pf,female,archer
Q6760008-8,Q6760008,margaret,margaret,margaret,,1854-01-01,westminster,w9 2pf,female,archer
Q6760008-9,Q6760008,weedon,weedon,weedon,,,westminster,,female,archer
Q6760008-10,Q6760008,margaret weedon,margaret weedon,margaret,weedon,1857-01-01,westminster,,,archer
Q6760008-11,Q6760008,weedon,weedon,weedon,,1854-01-01,,,female,archer
Q6760008-12,Q6760008,maggie,maggie,maggie,,1854-01-11,westminster,,,
Q6760008-13,Q6760008,may weedon,may weedon,may,weedon,1854-01-01,westminster,w9 2pf,,archer
Q6760008-14,Q6760008,may weedon,may weedon,may,weedon,1854-01-01,westminster,w9 2pf,female,
Q6760008-15,Q6760008,margaret weeron,margaret weeron,margaret,weeron,,,w9 2pf,,
Q6760008-16,Q6760008,margaret,margaret,margaret,,,,,,
Q6760008-17,Q6760008,marguerite weedon,marguerite weedon,marguerite,weedon,1854-01-01,westminster,w9 2pf,female,
Q59656531-1,Q59656531,henderina scott,henderina scott,henderina,scott,1862-07-18,brixton,sw9 7jd,female,
Q59656531-2,Q59656531,henderina scott,henderina scott,henderina,scott,1862-07-28,brixton,sw9 7jd,female,
Q59656531-3,Q59656531,henderina scott,henderina scott,henderina,scott,1862-07-78,brixton,sw9 7jd,female,
Q59656531-4,Q59656531,henderina scott,henderina scott,henderina,scott,1862-07-18,brixton,mk17 9aj,female,
Q59656531-5,Q59656531,henderina,henderina,henderina,,1862-07-18,brixton,sw9 7jd,female,
Q59656531-6,Q59656531,henderina scott,henderina scott,henderina,scott,1862-04-18,lambeth,sw9 7jd,female,
Q59656531-7,Q59656531,henderina scott,henderina scott,henderina,scott,1862-07-18,brixton,sw9 0qe,female,
Q59656531-8,Q59656531,henderima scott,henderima scott,henderima,scott,1862-07-18,lambeth,sg12 0et,female,
Q59656531-9,Q59656531,henderina sfott,henderina sfott,henderina,sfott,,brixton,sw9 7jd,female,
Q59656531-10,Q59656531,henderina scort,henderina scort,henderina,scort,1862-07-18,,sw9 7jd,female,
Q59656531-11,Q59656531,henddrina scott,henddrina scott,henddrina,scott,1862-08-18,lambeth,,,
Q4800747-1,Q4800747,arthur woollgar verrall,arthur verrall,arthur,verrall,1851-02-05,caerphilly,cf83 8gh,male,classical scholar
Q4800747-2,Q4800747,art woollgar verrall,art verrall,art,verrall,1851-02-05,caerphilly,cf83 8gh,male,classical scholar
Q4800747-3,Q4800747,artur verrall,artur verrall,artur,verrall,1851-02-05,caerphilly,cf83 8gh,male,
Q4800747-4,Q4800747,arthur woollgar verrall,arthur verrall,arthur,verrall,1851-02-05,caerphilly,cf83 8gh,male,classical scholar
Q4800747-5,Q4800747,arthur verrall,arthur verrall,arthur,verrall,1851-02-05,caerphilly,,,classical scholar
Q4800747-6,Q4800747,arthur verrall,arthur verrall,arthur,verrall,,,cf83 8fz,male,
Q4668868-1,Q4668868,abraham garrod thomas,abraham thomas,abraham,thomas,1853-10-05,cardiganshire,sy23 5nw,male,politician
Q4668868-2,Q4668868,abraham thomas,abraham thomas,abraham,thomas,1853-20-05,cardiganshire,sy23 5nw,male,politician
Q4668868-3,Q4668868,abraham thomas,abraham thomas,abraham,thomas,1853-10-05,cardiganshire,sy23 5nw,female,politician
Q4668868-4,Q4668868,abraham thomas,abraham thomas,abraham,thomas,1853-10-05,ceredigion,sy23 5nw,male,politician
Q4668868-5,Q4668868,abraham thomas,abraham thomas,abraham,thomas,1853-10-05,cardiganshire,sy23 5nw,,politician
Q4668868-6,Q4668868,abraham thomas,abraham thomas,abraham,thomas,,llangwyryfon,sy23 5nw,,politician
Q4668868-7,Q4668868,ibrahim garrod thom,ibrahim thom,ibrahim,thom,1853-10-05,cardiganshire,sy23 5nw,,
Q4668868-8,Q4668868,abe thom,abe thom,abe,thom,,cardiganshire,sy23 5nw,,politician
Q4668868-9,Q4668868,abram thom,abram thom,abram,thom,,ceredigion,sy23 5nw,,politician
Q4668868-10,Q4668868,abram tommy,abram tommy,abram,tommy,,llangwyryfon,sy23 5nw,male,
Q18534126-1,Q18534126,anne walker,anne walker,anne,walker,1631-01-01,greenwich,se18 6dl,female,
Q18534126-2,Q18534126,anne walker,anne walker,anne,walker,1631-01-01,greenwich,se18 6dl,female,
Q18534126-3,Q18534126,anne walke4,anne walke4,anne,walke4,1631-01-01,greenwich,se18 6dl,female,
Q18534126-4,Q18534126,ann walker,ann walker,ann,walker,1631-01-21,greenwich,se7 7rz,female,
Q18530682-1,Q18530682,rachel jevon,rachel jevon,rachel,jevon,1627-01-01,southend-on-sea,ss2 6ew,female,
Q18530682-2,Q18530682,rachel jevon,rachel jevon,rachel,jevon,1627-01-01,southend-on-sea,ss99 1bh,female,
Q18530682-3,Q18530682,rachel jegon,rachel jegon,rachel,jegon,1627-01-01,southend-on-sea,ss99 1bl,female,
Q18530682-4,Q18530682,jevon,jevon,jevon,,,southend-on-sea,ss2 6ew,,
Q18527381-1,Q18527381,john murray,john murray,john,murray,1851-01-01,swindon,sn6 7dq,male,publisher
Q18527381-2,Q18527381,john murray,john murray,john,murray,1851-01-01,swindon,sn6 7dq,male,publisher
Q18527381-3,Q18527381,sir murray,sir murray,sir,murray,1851-01-01,swindon,sn6 7dq,male,publisher
Q18527381-4,Q18527381,john murray,john murray,john,murray,1851-01-01,swindon,sn6 7qj,male,publisher
Q18527381-5,Q18527381,john murray,john murray,john,murray,1851-01-01,swindon,sn6 7dq,male,
Q18527381-6,Q18527381,john murray,john murray,john,murray,1851-01-01,swindon,,male,publisher
Q18527381-7,Q18527381,john morrow,john morrow,john,morrow,1851-21-01,swindon,gl7 3hd,male,publisher
Q18527381-8,Q18527381,sir joan murray,sir murray,sir,murray,,highworth,,male,publisher
Q18527381-9,Q18527381,john murray,john murray,john,murray,1851-01-01,swindon,sn6 7dq,male,publisher
Q18527381-10,Q18527381,john murray,john murray,john,murray,1851-01-01,highworth,sn6 7dq,male,publisher
Q18527381-11,Q18527381,sir john murray,sir murray,sir,murray,1851-01-01,swindon,sn6 7dq,,
Q18527381-12,Q18527381,sir jean (iv) morrow,sir morrow,sir,morrow,1852-01-01,swindon,sn6 7dq,,
Q18527381-13,Q18527381,john murray,john murray,john,murray,1851-01-01,swindon,sn6 7bz,male,
Q18527381-14,Q18527381,john murray,john murray,john,murray,1821-01-01,highworth,sn6 7dq,male,publisher
Q18527381-15,Q18527381,sir ian (iv) morrow,sir morrow,sir,morrow,1851-01-00,swindon,sn6 7dq,male,publisher
Q18527381-16,Q18527381,joan (iv) morrow,joan morrow,joan,morrow,1851-01-01,swindon,,,
Q18527381-17,Q18527381,sir (iv) murray,sir murray,sir,murray,1851-01-01,swindon,sn6 7dq,male,
Q18527381-18,Q18527381,jean morrow,jean morrow,jean,morrow,,swindon,gl7 3hd,male,
Q18527381-19,Q18527381,sir john murray,sir murray,sir,murray,,highworth,,male,publisher
Q18527381-20,Q18527381,sir john murray,sir murray,sir,murray,1851-01-01,highworth,sn6 7dq,male,
Q18527381-21,Q18527381,sir john (iv) murray,sir murray,sir,murray,1851-01-01,highworth,,,
Q98931469-1,Q98931469,robert dalziel,robert dalziel,robert,dalziel,1810-01-01,calderdale,hx3 6lg,male,painter
Q98931469-2,Q98931469,robert dalziel,robert dalziel,robert,dalziel,1810-01-01,calderdale,hx3 6lg,male,painter
Q98931469-3,Q98931469,robert dalziel,robert dalziel,robert,dalziel,1810-01-01,calderdale,hx3 6lg,male,painter
Q98931469-4,Q98931469,rob dalzell,rob dalzell,rob,dalzell,1810-11-01,calderdale,hx3 6lg,female,painter
Q98931469-5,Q98931469,robert dalziel,robert dalziel,robert,dalziel,1810-02-01,calderdale,hx3 6lg,male,painter
Q98931469-6,Q98931469,rupert,rupert,rupert,,,calderdale,hx3 6lg,male,painter
Q98931469-7,Q98931469,robert dalziel,robert dalziel,robert,dalziel,1810-01-01,calderdale,hx2 6lg,male,painter
Q98931469-8,Q98931469,robert dalziel,robert dalziel,robert,dalziel,1870-01-01,calderdale,hx4 6lg,male,
Q98931469-9,Q98931469,robert dalziel,robert dalziel,robert,dalziel,1810-01-01,calderdale,hx3 6lg,male,painter
Q98931469-10,Q98931469,rob dalzell,rob dalzell,rob,dalzell,,calderdale,hx3 6nr,male,painter
Q98931469-11,Q98931469,robert dalzell,robert dalzell,robert,dalzell,,calderdale,,male,
Q98931469-12,Q98931469,robert dalziel,robert dalziel,robert,dalziel,,,,,painter
Q98931469-13,Q98931469,bert dalzell,bert dalzell,bert,dalzell,1810-01-07,calderdale,,,
Q27917038-1,Q27917038,james lillicrap,james lillicrap,james,lillicrap,1770-01-01,pendle,bb18 5td,male,naval officer
Q27917038-2,Q27917038,james lillicrap,james lillicrap,james,lillicrap,1770-01-01,pendle,bb18 5td,male,naval officer
Q27917038-3,Q27917038,james lillicrap,james lillicrap,james,lillicrap,1770-01-01,pendle,bb18 5td,male,naval officer
Q27917038-4,Q27917038,james lillicrap,james lillicrap,james,lillicrap,1770-01-01,pendle,bb18 5td,,naval officer
Q27917038-5,Q27917038,jim lillicrap,jim lillicrap,jim,lillicrap,1771-01-01,,bb18 5td,male,naval officer
Q27917038-6,Q27917038,jay lillicrap,jay lillicrap,jay,lillicrap,,barnoldswick,bb18 5bz,,naval officer
Q27917038-7,Q27917038,jamew lillicrap,jamew lillicrap,jamew,lillicrap,1770-01-01,pendle,bb18 5td,male,naval officer
Q27917038-8,Q27917038,jacob lillicrap,jacob lillicrap,jacob,lillicrap,1770-81-01,barnoldswick,,male,
Q27917038-9,Q27917038,james lilkicrap,james lilkicrap,james,lilkicrap,,pendle,,,naval officer
Q27917038-10,Q27917038,jim lillicrap,jim lillicrap,jim,lillicrap,,pendle,,male,naval officer
Q15070194-1,Q15070194,william shipton,william shipton,william,shipton,1861-03-19,buxton,sk17 9rn,male,cricketer
Q15070194-2,Q15070194,william shipton,william shipton,william,shipton,1861-03-19,buxton,sk17 9rn,male,cricketer
Q15070194-3,Q15070194,willie shipton,willie shipton,willie,shipton,1861-03-19,buxton,sk17 9rn,male,cricketer
Q15070194-4,Q15070194,william shipton,william shipton,william,shipton,1861-03-79,buxton,sk17 9rn,male,cricketer
Q15070194-5,Q15070194,william shipton,william shipton,william,shipton,1861-03-19,buxton,sk17 9rn,male,cricketer
Q15070194-6,Q15070194,william shipton,william shipton,william,shipton,1861-03-19,buxton,sk17 9rn,male,cricketer
Q15070194-7,Q15070194,william shipton,william shipton,william,shipton,1861-03-19,high peak,sk17 9rn,,cricketer
Q15070194-8,Q15070194,william shipton,william shipton,william,shipton,1861-03-19,buxton,sk17 9rn,male,
Q15070194-9,Q15070194,william shipton,william shipton,william,shipton,,buxton,sk17 9rn,male,
Q15070194-10,Q15070194,william shipton,william shipton,william,shipton,1861-03-29,high peak,sk17 9rn,male,cricketer
Q15070194-11,Q15070194,william shipton,william shipton,william,shipton,1861-03-19,,,male,cricketer
Q15070194-12,Q15070194,william shipton,william shipton,william,shipton,,,sk17 9rn,male,
Q15070194-13,Q15070194,william luis shipton,william shipton,william,shipton,1861-03-79,high peak,sk17 9rw,male,
Q15070194-14,Q15070194,william shipton,william shipton,william,shipton,,buxton,sk17 9rn,male,
Q15070194-15,Q15070194,william louis shipton,william shipton,william,shipton,1861-03-19,buxton,sk17 9rn,,
Q15070194-16,Q15070194,william shipton,william shipton,william,shipton,,buxton,,male,
Q15070194-17,Q15070194,william shipton,william shipton,william,shipton,,high peak,sk17 9nb,,
Q15070194-18,Q15070194,william shipton,william shipton,william,shipton,1861-03-19,buxton,,,cricketer
Q15070194-19,Q15070194,bill louis,bill louis,bill,louis,1861-03-18,buxton,sk17 9rn,,
Q15070194-20,Q15070194,willie louis shipton,willie shipton,willie,shipton,,high peak,,male,
Q1700191-1,Q1700191,john george govan,john govan,john,govan,1861-01-19,govan,g51 2tl,male,businessperson
Q1700191-2,Q1700191,john george govan,john govan,john,govan,1861-01-19,govan,g51 2tl,male,businessperson
Q1700191-3,Q1700191,john govan,john govan,john,govan,,glasgow city,g51 2tl,,businessperson
Q1700191-4,Q1700191,jack,jack,jack,,,govan,,,
Q15990139-1,Q15990139,"sir edmund giles loder, 2nd baronet",sir baronet,sir,baronet,1849-08-07,london,bn14 7bg,male,
Q15990139-2,Q15990139,"sir edmund loder, 2nd baronet",sir baronet,sir,baronet,1849-08-07,london,bn14 7bg,male,
Q15990139-3,Q15990139,sir baronet,sir baronet,sir,baronet,1849-08-07,london,,male,
Q15990139-4,Q15990139,"sir ned loder, baronet",sir baronet,sir,baronet,1849-08-07,london,,male,
Q15990139-5,Q15990139,sir giles 2nd baronet,sir baronet,sir,baronet,1849-08-07,london,bn14 7bg,male,
Q15990139-6,Q15990139,sir 2nd baronet,sir baronet,sir,baronet,1849-08-07,lambeth,bn14 7bg,male,
Q15990139-7,Q15990139,sir edmund gyles 2nd baronet,sir baronet,sir,baronet,1849-08-07,london,bn14 7bg,male,
Q15990139-8,Q15990139,"sir giles loder, baronet",sir baronet,sir,baronet,1849-08-87,london,,male,
Q15990139-9,Q15990139,sir edmond baronet,sir baronet,sir,baronet,,lambeth,bn14 7bg,male,
Q15990139-10,Q15990139,sir loder,sir loder,sir,loder,1849-08-07,london,bn14 7bg,,
Q15990139-11,Q15990139,sir edmund,sir edmund,sir,edmund,1849-08-07,london,bn14 7as,male,
Q15990139-12,Q15990139,sir,sir,sir,,1849-88-07,london,bn8 4dz,,
Q15990139-13,Q15990139,2nd edmond gilles bt.,2nd bt.,2nd,bt.,1859-08-07,,bn14 7bg,,
Q15990139-14,Q15990139,bt.,bt.,bt.,,,lambeth,bn14 7bg,male,
Q15990139-15,Q15990139,sir baronet,sir baronet,sir,baronet,1849-08-07,london,,male,
Q15990139-16,Q15990139,"ned gilles loder, 2nd baronet",ned baronet,ned,baronet,1849-08-07,london,bn14 7bg,male,
Q15990139-17,Q15990139,2nd bt.,2nd bt.,2nd,bt.,,london,bn14 7ha,male,
Q485761-1,Q485761,frederick william frohawk,frederick frohawk,frederick,frohawk,1861-07-16,norfolk,nr20 3bs,male,
Q485761-2,Q485761,frederick william frohawk,frederick frohawk,frederick,frohawk,1861-07-16,norfolk,nr20 3bs,male,
Q485761-3,Q485761,frederick william frohawk,frederick frohawk,frederick,frohawk,1861-07-16,norfolk,nr20 3bs,male,
Q485761-4,Q485761,frohawk,frohawk,frohawk,,1861-07-16,norfolk,nr9 4dl,male,
Q485761-5,Q485761,frohawk,frohawk,frohawk,,1861-01-16,norfolk,nr20 3bz,male,
Q485761-6,Q485761,frederick william frohawk,frederick frohawk,frederick,frohawk,1861-07-16,norfolk,,male,
Q485761-7,Q485761,frederick william frohawk,frederick frohawk,frederick,frohawk,1861-07-16,norfolk,nr20 3bs,male,
Q485761-8,Q485761,f. w. frohawk,f. frohawk,f.,frohawk,1861-07-16,norfolk,,male,
Q485761-9,Q485761,william frohawk,william frohawk,william,frohawk,1861-07-16,,nr20 3bs,male,
Q485761-10,Q485761,frederick william,frederick william,frederick,william,1861-07-16,norfolk,nr20 3hb,male,
